Onderdeel;Corrects;Attempts;Punten;Max
std-Opstarten;6;6;4;4
std-Connect;4;4;1;1
std-Disconnect;1;4;0.5;1
std-Berichten;4;4;1;1
std-BerichtNaVerandering;1;1;0.5;0.5
std-NetwerkPartitie;0;1;0;1
Opstarten;14;14;4;4
Connect;17;18;1;1
Disconnect;3;7;0.5;1
Berichten;8;8;1;1
BerichtNaVerandering;7;7;0.5;0.5
NetwerkPartitie;0;4;0;1
Fout in de locking;-;-;-2;-
BovenLimiet;0;1;0;1
Totaal;-;-;12;(van 18)

Let op: deze berekening is niet het definitieve cijfer. Dit is alleen maar een automatisch gegenereerde score voor het testbare gedeelte, en het staat nog niet vast dat we dit bij de beoordeling gebruiken.

------------------------------------

Testcase;Status;Tijd;Omschrijving
//SendRT 55509
//ReadRT 55509
//ReadRT 55502
//ReadRT 55502
//ReadRT 55500
//ReadRT 55500
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
//New: 55555510
//SendRT 55507
//SendRT 55509
//SendRT 55502
//SendRT 55500
//ReadRT 55502
//New: 555055500
//SendRT 55507
//SendRT 55509
//SendRT 55502
//SendRT 55500
//ReadRT 55502
//ReadRT 55509
//ReadRT 55509
//New: 555055507
//SendRT 55507
//SendRT 55509
//SendRT 55502
//Connection with port 55507 regained
gottem
//SendRT 55500
//ReadRT 55509
//SendRT 55507
gottem
//SendRT 55507
//ReadRT 55507
//ReadRT 55507
//ReadRT 55507
//ReadRT 55507
//ReadRT 55500
//ReadRT 55500
//ReadRT 55502
//ReadRT 55502
//ReadRT 55500
1111
1111
gottem
//SendRT 55507
gottem
gottem
//SendRT 55509
gottem
//SendRT 55502
//SendRT 55507
gottem
//SendRT 55500
gottem
gottem
//SendRT 55507
gottem
//SendRT 55507
//New: 55510
//SendRT 55507
//SendRT 55509
//SendRT 55502
//SendRT 55500
//ReadRT 55507
gottem
//SendRT 55502
//Connection with port 55502 broke unexpectedly
//SendRT 55507
//ReadRT 55509
//New: 55555502
//SendRT 55507
//SendRT 55509
//SendRT 55502
//SendRT 55500
//ReadRT 55509
//ReadRT 55500
//ReadRT 55500
//ReadRT 55507
//ReadRT 55507
//ReadRT 55500
//New: 555055502
//SendRT 55507
//SendRT 55509
//SendRT 55502
//SendRT 55500
//ReadRT 55500
//ReadRT 55509
//New: 555055505
//SendRT 55507
//SendRT 55509
//SendRT 55502
//SendRT 55500
//ReadRT 55507
//ReadRT 55509
//ReadRT 55500
//Connection with port 55502 regained
gottem
//SendRT 55502
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
Afstand naar 555055502 is nu 4 via 55509
//SendRT 55507
//SendRT 55509
//SendRT 55502
//SendRT 55500
//ReadRT 55509
//ReadRT 55502
//ReadRT 55507
//ReadRT 55502
//ReadRT 55507
//ReadRT 55507
1111
gottem
//SendRT 55502
gottem
gottem
gottem
//SendRT 55507
gottem
//SendRT 55500
//SendRT 55509
//New: 55510
//SendRT 55502
gottem
Afstand naar 55510 is nu 3 via 55507
//SendRT 55502
Afstand naar 55510 is nu 2 via 55502
//SendRT 55507
//SendRT 55509
//SendRT 55502
//SendRT 55500
//ReadRT 55509
//ReadRT 55500
//SendRT 55507
//SendRT 55509
//SendRT 55502
//SendRT 55500
//ReadRT 55507
//ReadRT 55507
//SendRT 55507
//SendRT 55509
//SendRT 55502
//SendRT 55500
//ReadRT 55502
//Connection broken with port 55500
gottem
gottem
//SendRT 55502
//SendRT 55507
gottem
//SendRT 55509
gottem
gottem
//SendRT 55502
//New: 55555507
//SendRT 55507
//SendRT 55509
//SendRT 55502
//ReadRT 55502
//ReadRT 55509
//SendRT 55507
//ReadRT 55507
//New: 55500
//SendRT 55507
//SendRT 55509
//SendRT 55502
//ReadRT 55507
//ReadRT 55509
//ReadRT 55502
//ReadRT 55502
//ReadRT 55509
gottem
//SendRT 55509
//ReadRT 55507
Afstand naar 55500 is nu 3 via 55509
//SendRT 55507
//SendRT 55509
//SendRT 55502
//ReadRT 55509
//New: 555055503
//SendRT 55507
//SendRT 55509
//SendRT 55502
//ReadRT 55507
//ReadRT 55509
//ReadRT 55502
//ReadRT 55507
//ReadRT 55502
> R
55508 0 local
55507 1 55507
55509 1 55509
55506 2 55507
55505 3 55507
55504 3 55502
55503 2 55502
55502 1 55502
55555507 2 55502
55501 2 55509
55510 2 55502
55511 2 55507
55512 2 55509
55513 3 55509
55514 2 55509
55555510 6 55502
555055500 5 55502
555055507 5 55509
55555502 3 55509
555055502 4 55509
555055505 5 55507
55500 3 55509
555055503 5 55507

Process 55509:
1111
1111
1111
1111
1111
gottem
//SendRT 55501
gottem
//SendRT 55508
gottem
//SendRT 55512
gottem
gottem
//SendRT 55510
gottem
//SendRT 55514
//ReadRT 55514
gottem
//SendRT 55508
//ReadRT 55508
//SendRT 55510
//ReadRT 55510
//ReadRT 55512
//ReadRT 55501
//ReadRT 55510
//ReadRT 55510
//ReadRT 55508
//ReadRT 55508
//ReadRT 55508
//ReadRT 55514
//ReadRT 55514
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55508
//ReadRT 55510
//ReadRT 55501
//ReadRT 55510
//New: 55555510
//SendRT 55508
//SendRT 55510
//SendRT 55514
//SendRT 55512
//SendRT 55501
//ReadRT 55514
//ReadRT 55514
//ReadRT 55512
//ReadRT 55501
//ReadRT 55514
//ReadRT 55512
//ReadRT 55514
//ReadRT 55501
//ReadRT 55508
//New: 555055500
//SendRT 55508
//SendRT 55510
//SendRT 55514
//SendRT 55512
//SendRT 55501
//ReadRT 55510
//ReadRT 55510
//ReadRT 55508
//New: 555055507
//SendRT 55508
//SendRT 55510
//SendRT 55514
//SendRT 55512
//SendRT 55501
//ReadRT 55512
//ReadRT 55512
//ReadRT 55508
//ReadRT 55512
//ReadRT 55514
//ReadRT 55514
//ReadRT 55501
//ReadRT 55510
//ReadRT 55501
//ReadRT 55501
//ReadRT 55508
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55510
//ReadRT 55510
//Connection broken with port 55510
gottem
gottem
gottem
//SendRT 55514
//SendRT 55512
gottem
//SendRT 55508
//SendRT 55501
//New: 55555502
//New: 55511
//New: 555055500
//SendRT 55508
//SendRT 55514
Afstand naar 55511 is nu 2 via 55512
//New: 55510
//SendRT 55512
//SendRT 55501
//ReadRT 55508
gottem
//SendRT 55501
//ReadRT 55501
gottem
//Connection with port 55514 broke unexpectedly
//SendRT 55501
//Connection with port 55512 broke unexpectedly
//ReadRT 55508
//ReadRT 55501
//New: 555055502
//SendRT 55508
//SendRT 55514
//SendRT 55512
//SendRT 55501
//ReadRT 55501
//ReadRT 55508
//New: 555055505
//SendRT 55508
//SendRT 55514
//SendRT 55512
//SendRT 55501
//ReadRT 55501
//ReadRT 55508
//ReadRT 55508
//Connection with port 55514 regained
gottem
//Connection with port 55512 regained
gottem
//SendRT 55514
gottem
//SendRT 55514
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
//SendRT 55512
Afstand naar 555055502 is nu 3 via 55512
//SendRT 55508
//SendRT 55514
//SendRT 55512
//SendRT 55501
//ReadRT 55512
//ReadRT 55508
//ReadRT 55512
//ReadRT 55512
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
1111
gottem
gottem
//SendRT 55508
//SendRT 55512
//ReadRT 55508
//ReadRT 55501
//ReadRT 55514
//ReadRT 55512
//ReadRT 55508
//ReadRT 55508
//ReadRT 55508
1111
1111
gottem
//SendRT 55508
gottem
//SendRT 55514
gottem
//SendRT 55512
gottem
//SendRT 55514
//ReadRT 55514
gottem
//SendRT 55512
//New: 55500
//SendRT 55508
//SendRT 55514
//SendRT 55512
//SendRT 55501
//ReadRT 55512
//ReadRT 55508
//ReadRT 55514
//New: 55555507
//SendRT 55508
//SendRT 55514
//SendRT 55512
//SendRT 55501
//ReadRT 55508
//ReadRT 55508
gottem
//SendRT 55501
Afstand naar 55500 is nu 2 via 55501
//SendRT 55508
//SendRT 55514
//SendRT 55512
//SendRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//New: 555055503
//SendRT 55508
//SendRT 55514
//SendRT 55512
//SendRT 55501
//ReadRT 55512
//ReadRT 55512
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
//Connection with port 55512 broke unexpectedly
gottem
//SendRT 55501
//ReadRT 55501
//ReadRT 55508
//ReadRT 55514
//ReadRT 55508
//ReadRT 55508
//ReadRT 55501
//Connection with port 55512 regained
> R
555055500 6 55508
55509 0 local
55511 2 55512
55508 1 55508
55507 2 55508
55506 2 55501
55505 2 55512
55504 3 55512
55503 3 55508
55502 2 55508
55500 2 55501
55501 1 55501
55512 1 55512
55513 2 55512
55514 1 55514
55555510 5 55514
55555502 2 55508
555055507 4 55512
55510 3 55512
555055502 3 55512
555055505 5 55501
55555507 3 55508
555055503 4 55512

Process 55510:
1111
1111
gottem
gottem
//SendRT 55511
gottem
gottem
//SendRT 55509
//SendRT 55507
gottem
//SendRT 55506
//SendRT 55502
gottem
gottem
gottem
//SendRT 55511
gottem
//SendRT 55507
gottem
//SendRT 55511
//SendRT 55507
gottem
//SendRT 55507
//SendRT 55509
gottem
//SendRT 55509
gottem
//SendRT 55506
gottem
//SendRT 55511
gottem
gottem
//SendRT 55511
//New: 55501
gottem
//SendRT 55509
//SendRT 55507
//ReadRT 55507
//SendRT 55509
//SendRT 55511
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55511
//ReadRT 55502
//ReadRT 55506
//Connection with port 55509 broke unexpectedly
//ReadRT 55506
//ReadRT 55506
//ReadRT 55511
//New: 555055500
//SendRT 55509
//SendRT 55511
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
//ReadRT 55507
//New: 55555510
//SendRT 55509
//SendRT 55511
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55511
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
//ReadRT 55507
//ReadRT 55507
//ReadRT 55506
//ReadRT 55506
//New: 555055507
//SendRT 55509
//SendRT 55511
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55507
//ReadRT 55511
//ReadRT 55511
//ReadRT 55502
//ReadRT 55511
//ReadRT 55502
//Connection with port 55509 regained
gottem
//SendRT 55509
//ReadRT 55509
//ReadRT 55509
//ReadRT 55506
//ReadRT 55509
//ReadRT 55509
Afstand naar 555055507 is nu 4 via 55506
//SendRT 55509
//SendRT 55511
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55506
> D 55509
//Connection broken with port 55509
Verbroken: 55509
gottem
//SendRT 55507
//New: 55508
//New: 55509
//New: 55514
//SendRT 55511
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55507
gottem
//SendRT 55511
gottem
gottem
//SendRT 55507
//SendRT 55502
gottem
gottem
//SendRT 55506
//SendRT 55511
gottem
//SendRT 55507
gottem
//SendRT 55507
gottem
gottem
//SendRT 55507
//SendRT 55502
gottem
//SendRT 55502
gottem
//SendRT 55502
Afstand naar 55514 is nu 2 via 55502
//SendRT 55511
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55502
//ReadRT 55506
gottem
//SendRT 55511
//ReadRT 55511
//ReadRT 55511
//ReadRT 55502
//ReadRT 55502
//New: 55555502
//SendRT 55511
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55502
//ReadRT 55511
//ReadRT 55511
//ReadRT 55506
//New: 555055505
//SendRT 55511
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55511
//ReadRT 55507
//ReadRT 55506
//ReadRT 55506
//ReadRT 55506
//New: 555055502
//SendRT 55511
//SendRT 55502
//SendRT 55507
//SendRT 55506
//ReadRT 55511
//ReadRT 55511
//ReadRT 55506
//ReadRT 55507
//ReadRT 55506
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
//ReadRT 55507
//ReadRT 55502
//ReadRT 55507
//ReadRT 55507
> D 55507
//Connection broken with port 55507
Verbroken: 55507
gottem
//SendRT 55511
gottem
gottem
//SendRT 55502
//New: 55507
//New: 55508
//New: 55509
//SendRT 55511
//SendRT 55502
//SendRT 55506
//ReadRT 55502
//ReadRT 55511
//SendRT 55506
//ReadRT 55506
gottem
//SendRT 55506
gottem
//SendRT 55511
gottem
//SendRT 55502
gottem
//SendRT 55502
1111
gottem
//SendRT 55511
gottem
gottem
//SendRT 55502
//SendRT 55506
gottem
//SendRT 55502
gottem
//SendRT 55502
//ReadRT 55502
gottem
//SendRT 55506
//New: 55500
//SendRT 55511
//SendRT 55502
//SendRT 55506
//ReadRT 55506
//ReadRT 55511
gottem
//SendRT 55511
gottem
//SendRT 55511
gottem
//SendRT 55511
//ReadRT 55502
//New: 55555507
//SendRT 55511
//SendRT 55502
//SendRT 55506
//ReadRT 55502
//ReadRT 55511
gottem
//SendRT 55506
//New: 555055503
//SendRT 55511
//SendRT 55502
//SendRT 55506
//ReadRT 55511
gottem
//SendRT 55511
//ReadRT 55506
//ReadRT 55506
//ReadRT 55502
//ReadRT 55506
//ReadRT 55502
> R
55510 0 local
55514 2 55502
55511 1 55511
55512 2 55511
55509 3 55502
55508 2 55502
55506 1 55506
55505 2 55506
55504 3 55502
55503 2 55502
55502 1 55502
55500 3 55506
55501 2 55511
55513 3 55511
55507 2 55502
555055500 3 55502
55555510 6 55511
555055507 4 55506
55555502 5 55502
555055505 4 55511
555055502 4 55511
55555507 4 55502
555055503 5 55511

Process 55511:
1111
1111
1111
1111
1111
gottem
gottem
//SendRT 55502
//SendRT 55501
gottem
gottem
//SendRT 55507
//SendRT 55512
gottem
gottem
//SendRT 55514
//SendRT 55510
gottem
//ReadRT 55514
//SendRT 55510
gottem
//ReadRT 55510
//SendRT 55507
gottem
//SendRT 55507
//ReadRT 55507
gottem
//SendRT 55507
//ReadRT 55512
//ReadRT 55501
//ReadRT 55502
//ReadRT 55510
//ReadRT 55510
gottem
//ReadRT 55514
//SendRT 55507
//ReadRT 55507
//ReadRT 55507
//ReadRT 55514
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
//ReadRT 55501
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
//Connection with port 55501 broke unexpectedly
//ReadRT 55512
//New: 55555510
//SendRT 55510
//SendRT 55512
//SendRT 55507
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55514
//ReadRT 55512
//ReadRT 55510
//ReadRT 55507
//ReadRT 55507
//ReadRT 55514
//ReadRT 55514
//New: 555055507
//SendRT 55510
//ReadRT 55510
//SendRT 55512
//SendRT 55507
//ReadRT 55502
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55512
//New: 555055500
//SendRT 55510
//SendRT 55512
//SendRT 55507
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55507
//ReadRT 55507
//ReadRT 55502
//ReadRT 55502
//ReadRT 55512
//ReadRT 55512
//ReadRT 55510
Afstand naar 555055500 is nu 4 via 55510
//SendRT 55510
//SendRT 55512
//SendRT 55507
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55510
//ReadRT 55507
//ReadRT 55510
//ReadRT 55514
//ReadRT 55502
//ReadRT 55502
//ReadRT 55502
//ReadRT 55510
//ReadRT 55514
//ReadRT 55502
//ReadRT 55502
//Connection with port 55501 regained
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55510
1111
1111
1111
gottem
//SendRT 55507
gottem
//SendRT 55510
gottem
//New: 55509
gottem
//SendRT 55512
gottem
//SendRT 55507
gottem
gottem
//SendRT 55502
//SendRT 55501
//SendRT 55514
gottem
//SendRT 55510
//SendRT 55512
//SendRT 55507
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55510
gottem
//SendRT 55507
gottem
//SendRT 55507
gottem
//SendRT 55507
Afstand naar 55509 is nu 3 via 55507
gottem
//SendRT 55512
gottem
gottem
//SendRT 55502
gottem
//SendRT 55501
gottem
//SendRT 55501
Afstand naar 55509 is nu 2 via 55501
//SendRT 55502
gottem
//SendRT 55510
//SendRT 55512
//SendRT 55507
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55501
//SendRT 55502
//ReadRT 55502
//ReadRT 55510
//ReadRT 55510
//ReadRT 55512
//SendRT 55510
//SendRT 55512
//SendRT 55507
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55507
//ReadRT 55502
//ReadRT 55501
//ReadRT 55501
//ReadRT 55510
//ReadRT 55510
//ReadRT 55507
//ReadRT 55507
//ReadRT 55502
//New: 555055505
//SendRT 55510
//SendRT 55512
//SendRT 55507
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55502
//ReadRT 55512
//ReadRT 55512
//New: 555055502
//SendRT 55510
//SendRT 55512
//SendRT 55507
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55512
//New: 55555502
//SendRT 55510
//ReadRT 55512
//SendRT 55512
//SendRT 55507
//SendRT 55514
gottem
//SendRT 55514
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
//ReadRT 55502
//ReadRT 55514
//ReadRT 55507
//ReadRT 55510
//ReadRT 55514
//SendRT 55501
//ReadRT 55514
//ReadRT 55510
//SendRT 55502
//SendRT 55514
//ReadRT 55501
//ReadRT 55501
//ReadRT 55514
//ReadRT 55501
//ReadRT 55512
//ReadRT 55510
//ReadRT 55502
//ReadRT 55502
//ReadRT 55514
//ReadRT 55507
//ReadRT 55502
//ReadRT 55514
//ReadRT 55507
//ReadRT 55502
//ReadRT 55507
//ReadRT 55507
1111
1111
gottem
//SendRT 55510
gottem
//SendRT 55502
//ReadRT 55502
//ReadRT 55510
//ReadRT 55512
//ReadRT 55501
//ReadRT 55514
//ReadRT 55510
gottem
gottem
//SendRT 55507
//SendRT 55512
gottem
//SendRT 55502
//ReadRT 55512
//ReadRT 55507
//ReadRT 55507
gottem
//SendRT 55502
//ReadRT 55502
//ReadRT 55510
//ReadRT 55501
//ReadRT 55507
//ReadRT 55514
1111
1111
1111
1111
1111
gottem
//SendRT 55510
gottem
//SendRT 55512
gottem
gottem
gottem
//SendRT 55514
//SendRT 55507
//SendRT 55502
//ReadRT 55510
gottem
gottem
//SendRT 55507
//SendRT 55502
gottem
gottem
gottem
//SendRT 55502
//SendRT 55512
//ReadRT 55512
//SendRT 55514
//ReadRT 55514
//ReadRT 55507
//ReadRT 55507
//ReadRT 55507
//ReadRT 55502
//ReadRT 55502
//Connection with port 55514 broke unexpectedly
//ReadRT 55507
//ReadRT 55502
//ReadRT 55502
//ReadRT 55510
//ReadRT 55510
//ReadRT 55510
//ReadRT 55510
//ReadRT 55502
//New: 55555507
//SendRT 55510
//SendRT 55512
//SendRT 55507
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55502
//ReadRT 55510
//New: 555055503
//SendRT 55510
//SendRT 55512
//SendRT 55507
//SendRT 55501
//SendRT 55502
//SendRT 55514
//ReadRT 55512
gottem
//SendRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55512
//ReadRT 55507
gottem
//SendRT 55501
gottem
//SendRT 55512
//ReadRT 55507
//ReadRT 55501
//ReadRT 55501
//ReadRT 55510
//ReadRT 55510
//ReadRT 55502
//ReadRT 55502
//ReadRT 55512
//ReadRT 55512
//ReadRT 55507
//ReadRT 55512
//ReadRT 55512
//Connection with port 55514 regained
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
//ReadRT 55507
//ReadRT 55502
> R
55511 0 local
55510 1 55510
55512 1 55512
55509 2 55501
55508 2 55507
55507 1 55507
55506 2 55507
55505 2 55512
55504 3 55512
55503 2 55502
55502 1 55502
55500 2 55501
55501 1 55501
55513 2 55512
55514 1 55514
55555510 5 55514
555055507 4 55512
555055500 4 55510
555055505 3 55502
555055502 3 55512
55555502 4 55501
55555507 4 55502
555055503 4 55512

Process 55512:
1111
gottem
gottem
//SendRT 55513
//SendRT 55501
gottem
gottem
//SendRT 55509
//SendRT 55511
gottem
gottem
//SendRT 55505
//SendRT 55507
gottem
//SendRT 55513
gottem
//SendRT 55511
gottem
//SendRT 55511
gottem
//SendRT 55509
gottem
//SendRT 55509
//New: 55502
//SendRT 55511
//SendRT 55513
//SendRT 55509
gottem
//SendRT 55505
//SendRT 55507
//SendRT 55501
//ReadRT 55509
gottem
//SendRT 55505
gottem
//SendRT 55507
gottem
//SendRT 55505
gottem
//SendRT 55507
gottem
//SendRT 55507
Afstand naar 55502 is nu 2 via 55507
//SendRT 55511
//SendRT 55513
//SendRT 55509
//SendRT 55505
//SendRT 55507
//SendRT 55501
//ReadRT 55507
//SendRT 55513
//ReadRT 55501
//ReadRT 55511
gottem
//SendRT 55511
gottem
//SendRT 55511
gottem
//SendRT 55509
gottem
//SendRT 55509
gottem
//SendRT 55507
//ReadRT 55505
gottem
//SendRT 55505
//ReadRT 55501
//New: 555055507
//SendRT 55511
//SendRT 55513
//SendRT 55509
//SendRT 55505
//SendRT 55507
//SendRT 55501
//ReadRT 55505
//New: 55555510
//SendRT 55511
//SendRT 55513
//SendRT 55509
//SendRT 55505
//SendRT 55507
//SendRT 55501
//ReadRT 55511
//ReadRT 55513
//ReadRT 55509
//New: 555055500
//SendRT 55511
//SendRT 55513
//SendRT 55509
//SendRT 55505
//SendRT 55507
//SendRT 55501
//ReadRT 55509
//ReadRT 55507
//ReadRT 55507
//ReadRT 55509
//ReadRT 55507
//ReadRT 55511
//ReadRT 55511
//ReadRT 55505
//ReadRT 55501
//ReadRT 55501
//ReadRT 55513
//ReadRT 55513
//ReadRT 55511
//ReadRT 55505
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55505
//ReadRT 55513
1111
1111
gottem
//SendRT 55507
gottem
//SendRT 55509
gottem
//SendRT 55513
gottem
gottem
gottem
//SendRT 55505
//SendRT 55501
gottem
//SendRT 55511
//ReadRT 55513
//SendRT 55507
gottem
gottem
gottem
//SendRT 55505
//SendRT 55507
gottem
//SendRT 55507
gottem
//SendRT 55507
//ReadRT 55507
gottem
//SendRT 55511
gottem
//SendRT 55511
//SendRT 55501
gottem
//ReadRT 55511
//SendRT 55501
//New: 555055502
//SendRT 55511
//SendRT 55513
//SendRT 55509
//SendRT 55505
//SendRT 55507
//SendRT 55501
//ReadRT 55511
//ReadRT 55501
//ReadRT 55501
//ReadRT 55505
//ReadRT 55505
//ReadRT 55509
//ReadRT 55513
//ReadRT 55511
//New: 55555502
//SendRT 55511
//SendRT 55513
//SendRT 55509
//SendRT 55505
//SendRT 55507
//SendRT 55501
//ReadRT 55509
//ReadRT 55511
//ReadRT 55501
//ReadRT 55501
//ReadRT 55513
//New: 555055505
//SendRT 55511
//SendRT 55513
//SendRT 55509
//SendRT 55505
//SendRT 55507
//SendRT 55501
//ReadRT 55511
//ReadRT 55513
//ReadRT 55507
//ReadRT 55505
//ReadRT 55505
//ReadRT 55511
//ReadRT 55511
//ReadRT 55501
//ReadRT 55509
//ReadRT 55507
//ReadRT 55509
//ReadRT 55505
//ReadRT 55513
//ReadRT 55507
//ReadRT 55509
//ReadRT 55509
//ReadRT 55507
//ReadRT 55507
//ReadRT 55507
1111
gottem
//SendRT 55511
gottem
gottem
//SendRT 55511
gottem
//SendRT 55507
//SendRT 55509
//ReadRT 55511
//ReadRT 55507
//ReadRT 55509
//ReadRT 55501
//ReadRT 55513
//ReadRT 55507
//ReadRT 55505
1111
1111
1111
gottem
//SendRT 55513
gottem
//SendRT 55505
gottem
//SendRT 55507
gottem
gottem
//SendRT 55511
//SendRT 55509
gottem
//SendRT 55513
gottem
//SendRT 55505
//ReadRT 55505
gottem
//SendRT 55507
//ReadRT 55507
//Connection with port 55511 broke unexpectedly
//ReadRT 55513
//ReadRT 55505
//ReadRT 55509
//ReadRT 55507
//ReadRT 55509
//ReadRT 55507
//ReadRT 55509
//New: 555055503
//SendRT 55511
//SendRT 55513
//SendRT 55509
//SendRT 55505
//SendRT 55507
//SendRT 55501
//ReadRT 55513
//New: 55555507
//SendRT 55511
//SendRT 55513
//SendRT 55509
//SendRT 55505
//SendRT 55507
//SendRT 55501
//ReadRT 55509
gottem
gottem
//SendRT 55509
//SendRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55501
//ReadRT 55507
//ReadRT 55513
//ReadRT 55509
gottem
//SendRT 55501
//ReadRT 55505
//ReadRT 55505
//ReadRT 55505
//ReadRT 55507
//ReadRT 55509
//ReadRT 55501
//ReadRT 55501
//ReadRT 55507
//ReadRT 55513
//ReadRT 55513
//Connection with port 55511 regained
gottem
//SendRT 55511
gottem
//SendRT 55511
gottem
//SendRT 55511
//ReadRT 55511
//ReadRT 55511
//ReadRT 55511
gottem
//SendRT 55511
//ReadRT 55507
//ReadRT 55511
> R
55512 0 local
55511 1 55511
55513 1 55513
55510 2 55511
55509 1 55509
55508 2 55509
55507 1 55507
55506 2 55505
55505 1 55505
55504 2 55505
55503 2 55505
55502 2 55507
55500 2 55501
55501 1 55501
55514 2 55513
555055507 3 55505
55555510 6 55511
555055500 5 55509
555055502 2 55511
55555502 3 55509
555055505 4 55511
555055503 3 55513
55555507 4 55509

Process 55513:
1111
1111
1111
gottem
//SendRT 55514
//Connection with port 55512 broke unexpectedly
//ReadRT 55504
gottem
//SendRT 55504
//ReadRT 55514
//New: 55555510
//SendRT 55512
//ReadRT 55504
//SendRT 55514
//SendRT 55504
//ReadRT 55514
//ReadRT 55514
//ReadRT 55514
//ReadRT 55504
//ReadRT 55504
//ReadRT 55504
//ReadRT 55504
//New: 555055500
//SendRT 55512
//SendRT 55514
//SendRT 55504
//ReadRT 55514
//New: 555055507
//SendRT 55512
//SendRT 55514
//SendRT 55504
//ReadRT 55504
//ReadRT 55514
//Connection with port 55512 regained
//ReadRT 55512
//ReadRT 55512
//Connection with port 55512 broke unexpectedly
//ReadRT 55504
Afstand naar 555055507 is nu 4 via 55504
//SendRT 55512
//SendRT 55514
//SendRT 55504
//ReadRT 55504
//Connection with port 55512 regained
//ReadRT 55512
//ReadRT 55512
//ReadRT 55512
1111
gottem
//SendRT 55514
gottem
//SendRT 55512
gottem
//SendRT 55504
gottem
gottem
//SendRT 55514
gottem
//SendRT 55512
//ReadRT 55512
//SendRT 55514
//ReadRT 55514
//ReadRT 55504
//ReadRT 55514
//New: 55555502
//SendRT 55512
//SendRT 55514
//SendRT 55504
//ReadRT 55514
//New: 555055502
//SendRT 55512
//SendRT 55514
//SendRT 55504
//ReadRT 55512
//ReadRT 55514
//ReadRT 55512
//New: 555055505
//SendRT 55512
//SendRT 55514
//SendRT 55504
//ReadRT 55512
//ReadRT 55514
//ReadRT 55504
//ReadRT 55504
//ReadRT 55514
//ReadRT 55504
//ReadRT 55514
gottem
//SendRT 55512
1111
1111
gottem
//SendRT 55514
gottem
//SendRT 55504
gottem
//SendRT 55512
gottem
//SendRT 55514
